key_raw	key_norm	in_pref	body_count	samples	flag	short_key	sources	expansion
It., Itiv.	It., Itiv.	1	0		pref_only	0	bhspref09.md:182	Itivuttaka (Pali).
JR (Vikramacarita)	JR (Vikramacarita)	1	0		pref_only	0	bhspref09.md:206	Jainistic Recension of the Vikr., see HOS 26–27.
Kauṭ. (Arth.)	Kauṭ. (Arth.)	1	0		pref_only	0	bhspref09.md:218	Kauṭilīya (Arthaśāstra).
Kh.p., Khud.p. (comm.)	Kh.p., Khud.p. (comm.)	1	0		pref_only	0	bhspref09.md:220	Khuddaka-pāṭha (commentary) (Pali).
MIndic or MInd.	MIndic or MInd.	1	0		pref_only	0	bhspref10.md:36	Middle Indic.
Meyer, Kauṭ. (Arth.)	Meyer, Kauṭ. (Arth.)	1	0		pref_only	0	bhspref10.md:28	J. J. Meyer's translation of Kauṭ., Leipzig, 1926.
Miln.(p.), Milp.	Miln.(p.), Milp.	1	0		pref_only	0	bhspref10.md:34	Milindapañha (Pali).
Mṛcch.	Mṛcch.	1	0		pref_only	0	bhspref10.md:42	Mṛcchakaṭikā.
NAWGött.	NAWGött.	1	0		pref_only	0	bhspref10.md:66	Nachrichten der Akademie der Wissenschaften zu Göttingen.
Neisser, Z. Wbch. d. RV.	Neisser, Z. Wbch. d. RV.	1	0		pref_only	0	bhspref10.md:70	W. Neisser, Zum Wörterbuch des Rigveda.
Nidd¹	Nidd¹	1	0		pref_only	0	bhspref10.md:78	Mahā-Niddesa (Pali).
Przyluski, Aśoka	Przyluski, Aśoka	1	0		pref_only	0	bhspref10.md:138	La Légende de l'Empereur Açoka, Paris, 1923.
Pug(g).	Pug(g).	1	0		pref_only	0	bhspref10.md:142	Puggala Paññatti (Pali).
Rājat(ar).	Rājat(ar).	1	0		pref_only	0	bhspref10.md:150	Rājataraṃginī (ed. Stein).
S (as in Wh. Roots)	S (as in Wh. Roots)	1	0		pref_only	0	bhspref10.md:168	Sūtra(s).
San., Sanatk.	San., Sanatk.	1	0		pref_only	0	bhspref10.md:172	Sanatkumāracaritam (Ap.), ed. Jacobi (1921).
Sdhp.	Sdhp.	1	0		pref_only	0	bhspref10.md:186	Saddhammopāyana (Pali).
Sūyag.	Sūyag.	1	0		pref_only	0	bhspref11.md:10	Sūyagaḍaṅgasutta (AMg.).
Tatp(ur).	Tatp(ur).	1	0		pref_only	0	bhspref11.md:18	Tatpuruṣa.
Turner (R.L.), Nep. Dict.	Turner (R.L.), Nep. Dict.	1	0		pref_only	0	bhspref11.md:42	Dictionary of the Nepali Language, London, 1931.
U (as in Wh. Roots)	U (as in Wh. Roots)	1	0		pref_only	0	bhspref11.md:44	Upaniṣads.
Uhlenbeck (C.C.)	Uhlenbeck (C.C.)	1	0		pref_only	0	bhspref11.md:46	Kurzgefasstes etymologisches Wörterbuch der altindischen Sprache (Amsterdam, 1898–99).
Ved. St.	Ved. St.	1	0		pref_only	0	bhspref11.md:60	Pischel and Geldner, Vedische Studien (3 vols.).
Vism., Vis.M.	Vism., Vis.M.	1	0		pref_only	0	bhspref11.md:68	Visuddhi-magga (Pali).
Wack(ernagel), AIGr.	Wack(ernagel), AIGr.	1	0		pref_only	0	bhspref11.md:84	Altindische Grammatik, Göttingen, 1896, 1905, 1930.
Winternitz, H(ist). I(nd). Lit.	Winternitz, H(ist). I(nd). Lit.	1	0		pref_only	0	bhspref11.md:92	W's History of Indian Literature (English version; vols. 1 and 2, Calcutta, 1927 and 1933).
ZII	ZII	1	0		pref_only	0	bhspref11.md:100	Zeitschrift für Indologie und Iranistik.
ch., chap.	ch., chap.	1	0		pref_only	0	bhspref09.md:10	chapter.
der(iv).	der(iv).	1	0		pref_only	0	bhspref09.md:50	derived, derivative.
impf.	impf.	1	0		pref_only	0	bhspref09.md:158	imperfect.
inst., instr.	inst., instr.	1	0		pref_only	0	bhspref09.md:174	instrumental.
lect. diff.	lect. diff.	1	0		pref_only	0	bhspref09.md:246	lectio difficilior.
ms(s).	ms(s).	1	0		pref_only	0	bhspref10.md:44	manuscript(s).
postp., postpos.	postp., postpos.	1	0		pref_only	0	bhspref10.md:126	postposition.
s.v(v).	s.v(v).	1	0		pref_only	0	bhspref11.md:12	under the word(s).
uncpd.	uncpd.	1	0		pref_only	0	bhspref11.md:48	uncompounded.
v.l., vv.ll.	v.l., vv.ll.	1	0		pref_only	0	bhspref11.md:70	variant reading(s).
var(r).	var(r).	1	0		pref_only	0	bhspref11.md:52	variant(s).
vs, vss	vs, vss	1	0		pref_only	0	bhspref11.md:76	verse, verses.
Car.	Car.	1	3	39959,51749,60985	low_count	0	bhspref08.md:148	Caraka.
Daśak.	Daśak.	1	3	19029,24905,70899	low_count	0	bhspref09.md:42	Daśakumāracarita.
Dict. Hindu Arch.	Dict. Hindu Arch.	1	3	1111,1855,18137	low_count	0	bhspref09.md:66	Acharya, Dictionary of Hindu Architecture.
HJAS	HJAS	1	3	30313,63213,67049	low_count	0	bhspref09.md:144	Harvard Journal of Asiatic Studies.
JPTS	JPTS	1	3	11469,19693,62441	low_count	0	bhspref09.md:204	Journal of the Pali Text Society.
Pat.	Pat.	1	3	1951,11817,50217	low_count	0	bhspref10.md:108	Patañjali.
Saundarān.	Saundarān.	1	3	12237,12433,32777	low_count	0	bhspref10.md:174	Saundarānanda, ed. Johnston.
Skt. Synt.	Skt. Synt.	1	3	24061,32229,62145	low_count	0	bhspref10.md:196	Speyer, Sanskrit Syntax.
Toch.	Toch.	1	3	33685,33685,33685	low_count	0	bhspref11.md:32	Tocharian (: Gram., Tocharische Grammatik, Sieg and Siegling).
Wh.	Wh.	1	3	12851,15663,39575	low_count	0	bhspref11.md:88	Whitney; Gr., Sanskrit Grammar; Roots (Verbforms and primary derivatives).
equiv.	equiv.	1	3	51123,53087,71319	low_count	0	bhspref09.md:92	equivalent.
fn.	fn.	1	3	29341,30057,60985	low_count	0	bhspref09.md:114	footnote.
ŚB.	ŚB.	1	3	86,579,39715	low_count	0	bhspref10.md:176	Śatapatha Brāhmaṇa (Mādhy. = Mādhyaṃdina, K. = Kāṇva recension).
Abhidh-s.	Abhidh-s.	1	2	30089,30089	low_count	0	bhspref08.md:46	Abhidhammatthasaṃgaha (Pali).
IF.	IF.	1	2	27937,58271	low_count	0	bhspref09.md:152	Indogermanische Forschungen.
IHQ	IHQ	1	2	15571,44287	low_count	0	bhspref09.md:156	Indian Historical Quarterly.
JAs.	JAs.	1	2	7783,23229	low_count	0	bhspref09.md:194	JA.
Kull.	Kull.	1	2	2047,15867	low_count	0	bhspref09.md:230	Kullūka.
Mārk. Pur.	Mārk. Pur.	1	2	27945,27965	low_count	0	bhspref10.md:14	Mārkaṇḍeya Purāṇa.
PBr.	PBr.	1	2	7627,15111	low_count	0	bhspref10.md:110	Pañcaviṃśa Brāhmaṇa.
SN.	SN.	1	2	67477,70141	low_count	0	bhspref10.md:202	Saṃyuttanikāya (Pali).
Sn.	Sn.	1	2	67477,70141	low_count	0	bhspref10.md:200	Suttanipāta (Pali).
TB.	TB.	1	2	21233,43309	low_count	0	bhspref11.md:20	Taittirīya Brāhmaṇa.
dial.	dial.	1	2	4383,14455	low_count	0	bhspref09.md:60	dialectic.
math.	math.	1	2	36675,41263	low_count	0	bhspref10.md:18	mathematics.
obl.	obl.	1	2	49399,69769	low_count	0	bhspref10.md:92	oblique.
pers.	pers.	1	2	28081,48271	low_count	0	bhspref10.md:116	person.
vb.	vb.	1	2	48271,54779	low_count	0	bhspref11.md:56	verb.
w.r.	w.r.	1	2	3259,20937	low_count	0	bhspref11.md:94	wrong reading.
AKM	AKM	1	1	11313	low_count	0	bhspref08.md:68	Abhandlungen für die Kunde des Morgenlandes.
AVPariś.	AVPariś.	1	1	28369	low_count	0	bhspref08.md:100	Atharvaveda Pariśiṣṭa.
Add.	Add.	1	1	9359	low_count	0	bhspref08.md:60	Addendum, Addenda (e.g. to BR, pw).
Ait. Br.	Ait. Br.	1	1	10605	low_count	0	bhspref08.md:66	Aitareya Brāhmaṇa.
Amarak.	Amarak.	1	1	5911	low_count	0	bhspref08.md:74	Amarakośa.
BEFEO	BEFEO	1	1	21947	low_count	0	bhspref08.md:110	Bulletin de l'École Française d'Extrême Orient.
BhG.	BhG.	1	1	102	low_count	0	bhspref08.md:116	Bhagavad Gītā.
Bibl. Bu.	Bibl. Bu.	1	1	6727	low_count	0	bhspref08.md:122	Bibliotheca Buddhica.
Dbs	Dbs	1	1	11865	low_count	0	bhspref07.md:36	Daśabalasūtra, in Waldschmidt, Kl. Skt. Texte 4, 209 ff.
Dict. of the Fr. Cath. Miss.	Dict. of the Fr. Cath. Miss.	1	1	17199	low_count	0	bhspref09.md:64	the Tibetan Dictionary of the French Catholic Mission.
Dīp.	Dīp.	1	1	4607	low_count	0	bhspref09.md:72	Dīpavaṃsa (Pali).
Fest.	Fest.	1	1	1567	low_count	0	bhspref09.md:108	Festschrift.
GobhGS	GobhGS	1	1	14827	low_count	0	bhspref09.md:132	Gobhila Gṛhya Sūtra.
I.St.	I.St.	1	1	17243	low_count	0	bhspref09.md:180	Indische Studien (Weber).
Ind. Min.	Ind. Min.	1	1	15671	low_count	0	bhspref09.md:168	(Garbe) Die indischen Mineralien (1882).
JB.	JB.	1	1	10241	low_count	0	bhspref09.md:200	Jaiminīya Brāhmaṇa.
JŚ.	JŚ.	1	1	30121	low_count	0	bhspref09.md:210	Jaina Śaurasenī.
Kvu.	Kvu.	1	1	40791	low_count	0	bhspref09.md:234	Kathā-vatthu (Pali).
Lang.	Lang.	1	1	25453	low_count	0	bhspref09.md:240	Language (Journal of the Linguistic Society of America).
Lāṭy.	Lāṭy.	1	1	17297	low_count	0	bhspref09.md:242	Lāṭyāyana Śrauta Sūtra.
Nir.	Nir.	1	1	14987	low_count	0	bhspref10.md:80	Yāska's Nirukta.
Pañc. Rec.	Pañc. Rec.	1	1	55235	low_count	0	bhspref10.md:104	Edgerton, Pañchatantra Reconstructed.
Varāh.Bṛh.S.	Varāh.Bṛh.S.	1	1	20973	low_count	0	bhspref11.md:54	Varāhamihira, Bṛhat-saṃhitā.
Versl. en Med. d. K. Akad. v. Wet. Amsterdam	Versl. en Med. d. K. Akad. v. Wet. Amsterdam	1	1	35207	low_count	0	bhspref11.md:64	Proceedings of the Amsterdam Academy.
Yājñ.	Yājñ.	1	1	9023	low_count	0	bhspref11.md:96	Yājñavalkya (Dharmaśāstra).
comb.	comb.	1	1	37203	low_count	0	bhspref09.md:18	combination.
erron.	erron.	1	1	61789	low_count	0	bhspref09.md:94	erroneously.
haplol.	haplol.	1	1	1095	low_count	0	bhspref09.md:140	haplology.
pej.	pej.	1	1	61977	low_count	0	bhspref10.md:112	pejorative.
E	E	1	268209	1,1,2	short_key	1	bhspref09.md:82	Epic (Sanskrit, in citing Whitney's Roots).
AB	AB	1	104165	1,1,2	short_key	1	bhspref08.md:44	Aitareya Brāhmaṇa.
AN	AN	1	102651	1,1,1	short_key	1	bhspref08.md:76	Aṅguttaranikāya (Pali).
Av	Av	1	18636	8,12,12	short_key	1	bhspref07.md:18	Avadāna-śataka, ed. Speyer, 2 vols., St. Petersburg, 1902, 1906; transl. Feer, Annales du Musée Guimet 18 (1891).
RO	RO	1	12410	12,24,32	short_key	1	bhspref10.md:164	Rocznik Orjentalistyczny.
Mv	Mv	1	11904	8,8,12	short_key	1	bhspref07.md:90	Mahāvastu, ed. Senart, Paris, 1882, 1890, 1897. The first volume of Jones's translation (London, 1949) appeared, to my regret, too late to be much used (I received it in 1950).
MS	MS	1	9141	11,11,12	short_key	1	bhspref10.md:46	Maitrāyaṇī Saṃhitā.
n.	n.	1	8969	20,28,40	short_key	1	bhspref10.md:56	nominative; name.
Ud	Ud	1	8459	1,12,20	short_key	1	bhspref08.md:32	Udānavarga; chap. 1–21, ed. Chakravarti (1930; except ch. 4, for which see Lévi, JAs. X.20, 1912, 203 ff.); ch. 29, ed. Pischel, SBBA 1908, 968 ff.; ch. 30, 31, 32, ed. LaVallée Poussin, JRAS 1912, 36
f.	f.	1	7891	1,20,20	short_key	1	bhspref09.md:104	feminine; following.
Ś.	Ś.	1	7490	8,8,12	short_key	1	bhspref10.md:170	Śaurasenī.
M.	M.	1	7101	12,44,64	short_key	1	bhspref09.md:258	Māhārāṣṭrī.
m.	m.	1	7101	12,44,64	short_key	1	bhspref10.md:10	masculine.
SP	SP	1	6932	8,12,12	short_key	1	bhspref08.md:20	Saddharmapuṇḍarīka, ed. Kern and Nanjio, St. Petersburg, 1912, abbreviated KN; supplementary references to ed. of Wogihara and Tsuchida, Tokyo, 1934–35, abbreviated WT; fragments of 'Kashgar' or Centr
LV	LV	1	4415	48,48,143	short_key	1	bhspref07.md:68	Lalitavistara, ed. Lefmann, Halle, 1902; Critical Apparatus, 1908; abbreviated Lefm.; 'Calc.' = ed. of Rajendralala Mitra, Calcutta, 1877; transl. Foucaux, Annales du Musée Guimet 6, and Notes, 19; Ti
B.	B.	1	3974	20,64,86	short_key	1	bhspref08.md:104	Buddha.
RV	RV	1	3603	44,195,195	short_key	1	bhspref10.md:166	Rig Veda.
Gv	Gv	1	3191	56,60,68	short_key	1	bhspref07.md:46	Gaṇḍavyūha, ed. Suzuki and Idzumi, Kyoto, 1934–36; 2d ed., photographically reproduced with corrections, 1949.
BR	BR	1	2153	1,48,86	short_key	1	bhspref08.md:128	Boehtlingk and Roth, Sanskrit Wörterbuch.
Kv	Kv	1	628	135,439,439	short_key	1	bhspref07.md:62	Kāraṇḍavyūha, in The Hindu Commentator, vol. 5; 1872.
MN	MN	1	516	743,1263,2687	short_key	1	bhspref10.md:40	Majjhimanikāya (Pali).
Jm	Jm	1	395	163,471,639	short_key	1	bhspref07.md:50	Jātakamālā, ed. Kern (HOS 1), Boston, 1891. Its language is close to standard Skt., but contains quite a number of BHS words, and even a few forms; see § 1.53, fn. 17. Transl. Speyer, London, 1895.
pw	pw	1	379	155,579,1011	short_key	1	bhspref10.md:146	Boehtlingk, Sanskrit Wörterbuch in kürzerer Fassung.
KP	KP	1	340	367,1227,1715	short_key	1	bhspref07.md:60	Kāśyapa Parivarta, ed. Staël-Holstein, Shanghai, 1926. Cited by sections as numbered in edition, and lines.
DN	DN	1	281	94,235,235	short_key	1	bhspref09.md:74	Dīghanikāya (Pali).
VV	VV	1	188	1127,1663,1743	short_key	1	bhspref11.md:80	Bloomfield, Edgerton, and Emeneau, Vedic Variants, 3 vols., Philadelphia, 1930, 1932, 1934.
qy	qy	1	47	2534,2534,5107	short_key	1	bhspref10.md:148	query.
MW	MW	1	13	2823,3651,3867	short_key	1	bhspref10.md:54	Monier Williams, Sanskrit-English Dictionary (2d ed., 1899).
Skt.	Skt.	1	5999	8,24,24		0	bhspref10.md:194	Sanskrit; (hyper-)Sktism, Sktization = Sanskritism, Sanskritization.
cf.	cf.	1	4465	20,44,76		0	bhspref08.md:152	compare.
Mvy	Mvy	1	4122	12,12,20		0	bhspref07.md:92	Mahāvyutpatti. Cited by numbered entries in ed. of Sakaki, Kyoto, 1916, with Sanskrit and Tibetan Indexes, 1925 and 1936; some variants are cited from Mironov (2d ed. of Minaeff, which is cited in BR 
Prāt	Prāt	1	3928	12,107,151		0	bhspref07.md:96	Prātimokṣasūtra des Sarvāstivādins, ed. Finot (with translation of Chinese version by Huber), JAs. XI.2 (1913), 473 ff.
Sen	Sen	1	3507	8,12,12		0	bhspref10.md:188	Sukumar Sen, An outline syntax of Buddhistic Sanskrit, in Journal of the Department of Letters, Univ. of Calcutta, (XVII) (1928).
Divy	Divy	1	3278	8,8,12		0	bhspref07.md:40	Divyāvadāna, ed. Cowell and Neil, Cambridge, 1886.
Tib.	Tib.	1	2762	20,64,155		0	bhspref11.md:28	Tibetan.
adj.	adj.	1	2739	12,32,52		0	bhspref08.md:62	adjective.
nt.	nt.	1	2686	40,72,123		0	bhspref10.md:88	neuter.
KSA	KSA	1	2474	44,44,44		0	bhspref09.md:224	Kāṭhaka Saṃhitā, Aśvamedhagrantha.
Māy	Māy	1	2257	155,431,479		0	bhspref07.md:74	Mahā-Māyūrī. Two figures refer to page and line of ed. by Oldenbourg in Zapiski Vostochnago Otdelenija Imp. Russk. Archeol. Obschestva, Tom 11 (1899), 218–261. A single number refers to the numbered l
ff.	ff.	1	2027	20,20,20		0	bhspref09.md:110	following.
Mg.	Mg.	1	1800	199,415,495		0	bhspref10.md:32	Māgadhī.
mg.	mg.	1	1800	199,415,495		0	bhspref10.md:30	meaning.
Śikṣ	Śikṣ	1	1708	20,20,77		0	bhspref08.md:18	Śikṣāsamuccaya, ed. Bendall, St. Petersburg, 1897–1902; transl. Bendall and Rouse, London, 1922.
acc.	acc.	1	1596	155,275,623		0	bhspref08.md:54	according; accusative.
em.	em.	1	1565	123,239,331		0	bhspref09.md:86	emended, emendation.
rec.	rec.	1	1494	36,52,82		0	bhspref10.md:156	recension.
MSV	MSV	1	1394	28,28,76		0	bhspref07.md:88	Mūla-Sarvāstivāda-Vinaya; Gilgit Manuscripts, ed. Nalinaksha Dutt, Vol. 3, Parts i (undated), ii (1942), iii (1943), Srinagar, Kashmir. Part iv (1950) arrived late, but its most important words have b
prec.	prec.	1	1325	36,52,82		0	bhspref10.md:130	precative; preceding; preceded.
Bbh	Bbh	1	1288	48,48,77		0	bhspref07.md:20	Bodhisattvabhūmi, ed. Wogihara, Tokyo, 1930–36. Includes the editor's dissertation, Lexikalisches aus der Bodhisattvabhūmi, which is referred to as Wogihara, Lex.
Śāl	Śāl	1	1200	20,20,32		0	bhspref08.md:12	Śālistambasūtra, (reconstructed) ed. LaVallée Poussin; Bouddhisme, Études et matériaux, Théorie des douze causes (Gand, 1913), pp. 69–90.
CPD	CPD	1	1173	8,8,8		0	bhspref09.md:36	Andersen and Smith, Critical Pali Dictionary (Vol. 1), Copenhagen, 1924 ff.
Vaj	Vaj	1	1073	551,575,1598		0	bhspref08.md:34	Vajracchedikā, ed. Müller, Oxford, 1881; fragments of Central Asiatic version, ed. Pargiter, ap. Hoernle MR 179 ff.
Mmk	Mmk	1	983	48,90,167		0	bhspref07.md:82	(Ārya-)Mañjuśrīmūlakalpa, ed. Gaṇapati Śāstri, 3 vols., Trivandrum, 1920, 1922, 1925. See Lalou, in the following list of abbreviations.
ppp.	ppp.	1	907	1015,1127,1167		0	bhspref10.md:128	past passive participle.
prob.	prob.	1	895	171,883,883		0	bhspref10.md:134	probably.
sg.	sg.	1	870	48,48,143		0	bhspref10.md:190	singular.
pl.	pl.	1	866	111,443,491		0	bhspref10.md:124	plural.
Suv	Suv	1	843	235,339,339		0	bhspref08.md:28	Suvarṇabhāsottamasūtra, ed. Nobel, Leipzig, 1937; Tibetan version, ed. same, Leiden and Stuttgart, 1944.
Das	Das	1	836	20,275,435		0	bhspref09.md:40	S. C. Das, Tibetan-English Dictionary.
ed.	ed.	1	818	12,12,155		0	bhspref09.md:84	editor, edition.
Dbh	Dbh	1	783	235,311,331		0	bhspref07.md:32	Daśabhūmikasūtra, ed. Rahder, Paris and Louvain, 1926.
m.c.	m.c.	1	769	143,151,503		0	bhspref10.md:22	metri causa. I include under this term two classes of cases, because in both I find evidence for believing that metrical considerations were either the exclusive or the dominant reason for the use of 
Sukh	Sukh	1	738	48,235,339		0	bhspref08.md:24	Sukhāvatīvyūha ('Larger' and 'Smaller'), ed. Müller, Oxford, 1883.
BHS	BHS	1	720	2,139,155		0	bhspref08.md:118	Buddhist Hybrid Sanskrit.
cpd.	cpd.	1	695	8,12,20		0	bhspref09.md:34	compound.
Bhīk	Bhīk	1	694	211,583,631		0	bhspref07.md:26	Bhikṣuṇī-karmavācanā, ed. Ridding and LaVallée Poussin, BSOS 1, Part 3, 123–143. Cited by page and line of the manuscript as reproduced in ed.
Laṅk	Laṅk	1	686	20,82,195		0	bhspref07.md:64	Laṅkāvatāra-sūtra, ed. Nanjio, Kyoto, 1923; transl. Suzuki, London, 1932; Index, by Suzuki, Kyoto, 1934; 'Studies' = Suzuki, Studies in the Lankavatara Sutra, London, 1930.
Sādh	Sādh	1	672	339,727,731		0	bhspref08.md:10	Sādhanamālā, ed. Bhattacharya, Baroda, 2 vols., 1925, 1928.
Samādh	Samādh	1	647	64,263,267		0	bhspref08.md:14	Samādhirājasūtra, (1) chapters 8, 19, 22, ed. Régamey, Warsaw, 1938, cited by chapters and numbered sections or verses; (2) ed. Das and Vidyābhūshan (Calcutta, 1896); references (only a few; text incr
AsP	AsP	1	599	147,339,595		0	bhspref07.md:16	Aṣṭasāhasrikā-prajñāpāramitā, ed. Rajendralala Mitra, Calcutta, 1888.
sc.	sc.	1	599	235,339,1175		0	bhspref10.md:182	scilicet.
Dharmas	Dharmas	1	545	48,175,179		0	bhspref07.md:38	Dharmasaṃgraha, ed. Müller, Oxford, 1885. Cited by section numbers.
lex.	lex.	1	524	519,599,1219		0	bhspref09.md:250	lexicon, lexical; see also Bbh, in the preceding list of abbreviations.
esp.	esp.	1	507	595,623,1655		0	bhspref09.md:98	especially.
HOS	HOS	1	498	599,1451,1667		0	bhspref09.md:146	Harvard Oriental Series.
subst.	subst.	1	448	2091,2255,2403		0	bhspref10.md:206	substantive.
AIS	AIS	1	433	123,195,363		0	bhspref08.md:64	Delbrück, Altindische Syntax.
perh.	perh.	1	432	363,1407,1735		0	bhspref10.md:114	perhaps.
PTSD	PTSD	1	429	12,94,583		0	bhspref10.md:140	Pali Text Society's Pali-English Dictionary.
ŚsP	ŚsP	1	425	263,267,307		0	bhspref08.md:22	Śatasāhasrikā-prajñāpāramitā, ed. P. Ghoṣa, Bibliotheca Indica, Calcutta, 1902 ff.
Chin.	Chin.	1	417	275,599,703		0	bhspref09.md:14	Chinese.
Bhvr.	Bhvr.	1	407	1627,1747,2367		0	bhspref08.md:120	Bahuvrīhi.
comm.	comm.	1	400	703,1639,1687		0	bhspref09.md:20	commentary.
lit.	lit.	1	393	8,28,86		0	bhspref09.md:254	literal(ly); also, literary, found in literature, as opposed to lex.
gen.	gen.	1	373	263,303,423		0	bhspref09.md:124	genitive.
Karmav	Karmav	1	365	52,78,523		0	bhspref07.md:54	(Mahā-)Karmavibhaṅga, and Karmavibhaṅgopadeśa, ed. Lévi, Paris, 1932.
ep.	ep.	1	365	139,195,455		0	bhspref09.md:88	epithet.
Kum.	Kum.	1	357	90,162,162		0	bhspref09.md:232	Kumārapālapratibodha (Ap.), ed. Alsdorf.
VSS	VSS	1	349	1363,1911,2047		0	bhspref11.md:78	Speyer, Vedische und Sanskrit-Syntax.
loc.	loc.	1	323	171,339,439		0	bhspref09.md:256	locative.
Bhad	Bhad	1	321	1343,1627,1735		0	bhspref07.md:24	Bhadracarī, ed. Watanabe, Leipzig, 1912. Identical with Gv 543.9–548.2. Cited by numbered verses.
caus.	caus.	1	308	2051,2051,3119		0	bhspref08.md:150	causative.
nom.	nom.	1	302	671,899,935		0	bhspref10.md:82	nominative.
App.	App.	1	286	28,239,1263		0	bhspref08.md:88	Appendix.
app.	app.	1	286	28,239,1263		0	bhspref08.md:86	apparently.
Pkt.	Pkt.	1	282	44,155,507		0	bhspref10.md:122	Prakrit.
Ger.	Ger.	1	277	1043,1127,1479		0	bhspref09.md:128	German.
ger.	ger.	1	277	1043,1127,1479		0	bhspref09.md:126	gerund.
Vin.	Vin.	1	264	643,703,831		0	bhspref11.md:66	Vinayapiṭaka (Pali).
Ap.	Ap.	1	259	235,2631,2891		0	bhspref08.md:84	Apabhraṃśa; Apadāna (Pali text).
ap.	ap.	1	259	235,2631,2891		0	bhspref08.md:82	*apud*.
Jāt.	Jāt.	1	235	94,155,519		0	bhspref09.md:198	Jātaka (Pali).
Gīt.	Gīt.	1	232	235,1735,3134		0	bhspref09.md:130	Gītagovinda.
comp.	comp.	1	232	12,12,527		0	bhspref09.md:22	composition.
pres.	pres.	1	220	1127,1763,1907		0	bhspref10.md:132	present.
Childers	Childers	1	213	3331,5663,8491		0	bhspref09.md:12	Dictionary of the Pali Language, R. C. Childers.
neg.	neg.	1	212	119,171,331		0	bhspref10.md:68	negative.
Calc.	Calc.	1	188	615,1011,1099		0	bhspref07.md:30	Calcutta; see LV.
Megh	Megh	1	180	2199,2199,2227		0	bhspref07.md:76	Meghasūtra, ed. Bendall, JRAS 1880, 288 ff.
metr.	metr.	1	174	1127,2567,3315		0	bhspref10.md:26	metrical(ly).
transl.	transl.	1	173	235,299,1855		0	bhspref11.md:36	translation(s).
denom.	denom.	1	169	1787,2011,4779		0	bhspref09.md:48	denominative.
orig.	orig.	1	168	611,4167,4471		0	bhspref10.md:100	original(ly).
fem.	fem.	1	166	707,1127,1323		0	bhspref09.md:106	feminine.
foll.	foll.	1	165	1763,3923,3923		0	bhspref09.md:116	followed (by); following.
Vv.	Vv.	1	164	1127,1663,1743		0	bhspref11.md:82	Vimānavatthu (Pali).
al.	al.	1	162	12,235,623		0	bhspref08.md:70	alibi, elsewhere.
DPPN	DPPN	1	161	5831,7199,8363		0	bhspref09.md:76	Malalasekara, Dictionary of Pali Proper Names.
AbhidhK.	AbhidhK.	1	160	1687,1687,1687		0	bhspref07.md:10	Abhidharmakośa, transl. LaVallée Poussin, Paris and Louvain, 1923–31; many technical words cited from Index, transl., and notes. References, as in the Index, are to Book (of the original) and page of 
corresp.	corresp.	1	159	2547,4723,4859		0	bhspref09.md:30	correspondent, corresponding, corresponds.
ifc.	ifc.	1	156	20,163,1443		0	bhspref09.md:154	at the end of compounds.
Sheth	Sheth	1	146	2107,5103,5187		0	bhspref10.md:192	H.D.T. Sheth, Paia-sadda-mahaṇṇavo (Pkt.-Hindi Dict.), Calcutta, 1923–1928.
aor.	aor.	1	146	1127,1423,1687		0	bhspref08.md:80	aorist.
pass.	pass.	1	146	3179,3179,3179		0	bhspref10.md:106	passive.
