key_raw	key_norm	in_pref	body_count	samples	flag	short_key	sources	expansion
- &c.	- &c.	1	0		pref_only	0	mw72pref24.md:166	et cetera.
- A.	- A.	1	0		pref_only	0	mw72pref24.md:14	Ātmane-pada ; the long mark over the A. has been omitted for convenience in printing.
- Adi-p.	- Adi-p.	1	0		pref_only	0	mw72pref24.md:18	Ādi-parvan of the Mahā-bhārata.
- Angl. Sax.	- Angl. Sax.	1	0		pref_only	0	mw72pref24.md:22	Anglo-Saxon.
- Aor.	- Aor.	1	0		pref_only	0	mw72pref24.md:24	Aorist.
- Arab.	- Arab.	1	0		pref_only	0	mw72pref24.md:26	Arabic.
- Armen.	- Armen.	1	0		pref_only	0	mw72pref24.md:28	Armenian.
- Armen. or Armn.	- Armen. or Armn.	1	0		pref_only	0	mw72pref24.md:27	Armenian or the language of Brittany.
- Atharva-v.	- Atharva-v.	1	0		pref_only	0	mw72pref24.md:31	Atharva-veda, edited by Roth and Whitney.
- B. R.	- B. R.	1	0		pref_only	0	mw72pref24.md:35	Böhtlingk and Roth.
- Bhaṭṭi-k.	- Bhaṭṭi-k.	1	0		pref_only	0	mw72pref24.md:33	Bhaṭṭi-kāvya, Calcutta edition.
- Bhāgavata-P.	- Bhāgavata-P.	1	0		pref_only	0	mw72pref24.md:32	Bhāgavata-Purāṇa, Burnouf's edition, or Bombay edition for the later books.
- Bibl.	- Bibl.	1	0		pref_only	0	mw72pref24.md:79	Hibernian or Irish. [Hib.]
- Boh. or Bohem.	- Boh. or Bohem.	1	0		pref_only	0	mw72pref24.md:34	Bohemian.
- Br.	- Br.	1	0		pref_only	0	mw72pref24.md:36	Brāhmaṇa.
- Bret.	- Bret.	1	0		pref_only	0	mw72pref24.md:37	Breton.
- Buddh.	- Buddh.	1	0		pref_only	0	mw72pref24.md:38	Buddhist.
- Cambro-Brit.	- Cambro-Brit.	1	0		pref_only	0	mw72pref24.md:40	the language of Wales.
- Caus.	- Caus.	1	0		pref_only	0	mw72pref24.md:41	Causal.
- Class.	- Class.	1	0		pref_only	0	mw72pref24.md:45	Classical.
- Cond. or Condit.	- Cond. or Condit.	1	0		pref_only	0	mw72pref24.md:51	Conditional.
- Desid.	- Desid.	1	0		pref_only	0	mw72pref24.md:55	Desiderative.
- Dor.	- Dor.	1	0		pref_only	0	mw72pref24.md:57	Doric.
- Eng.	- Eng.	1	0		pref_only	0	mw72pref24.md:61	English.
- Ep. or ep.	- Ep. or ep.	1	0		pref_only	0	mw72pref24.md:62	Epic, i.e. as works at the Mahā-bhārata, Rāmāyaṇa, &c.
- Fut.	- Fut.	1	0		pref_only	0	mw72pref24.md:69	Future.
- Gael.	- Gael.	1	0		pref_only	0	mw72pref24.md:70	Gaelic.
- Germ.	- Germ.	1	0		pref_only	0	mw72pref24.md:74	German or High-German.
- Goth.	- Goth.	1	0		pref_only	0	mw72pref24.md:75	Gothic.
- Gr.	- Gr.	1	0		pref_only	0	mw72pref24.md:76	Greek.
- Gram.	- Gram.	1	0		pref_only	0	mw72pref24.md:77	A Practical Sanskrit Grammar by Monier Williams, third edition, published at the Clarendon Press.
- Hind.	- Hind.	1	0		pref_only	0	mw72pref24.md:80	Hindī.
- Hund.	- Hund.	1	0		pref_only	0	mw72pref24.md:91	the German form of Icelandic.
- Icel.	- Icel.	1	0		pref_only	0	mw72pref24.md:81	Icelandic.
- Impf.	- Impf.	1	0		pref_only	0	mw72pref24.md:84	Imperfect tense.
- Impv.	- Impv.	1	0		pref_only	0	mw72pref24.md:85	Imperative.
- Inf. or Infin.	- Inf. or Infin.	1	0		pref_only	0	mw72pref24.md:87	Infinitive mood.
- Intens.	- Intens.	1	0		pref_only	0	mw72pref24.md:89	Intensive.
- Ionic.	- Ionic.	1	0		pref_only	0	mw72pref24.md:90	Ionic.
- Kirāt. or Kirātārj.	- Kirāt. or Kirātārj.	1	0		pref_only	0	mw72pref24.md:92	Kirātārjunīya.
- Kumāra-s.	- Kumāra-s.	1	0		pref_only	0	mw72pref24.md:93	Kumāra-sambhava.
- Lat.	- Lat.	1	0		pref_only	0	mw72pref24.md:94	Latin.
- Lett.	- Lett.	1	0		pref_only	0	mw72pref24.md:95	Lettish.
- Lith.	- Lith.	1	0		pref_only	0	mw72pref24.md:96	Lithuanian.
- MS., MSS.	- MS., MSS.	1	0		pref_only	0	mw72pref24.md:105	manuscript, manuscripts.
- Mahā-bh.	- Mahā-bh.	1	0		pref_only	0	mw72pref24.md:100	Mahā-bhārata, Calcutta edition.
- Megh.	- Megh.	1	0		pref_only	0	mw72pref24.md:103	Megha-dūta, Johnson's second edition.
- Mod.	- Mod.	1	0		pref_only	0	mw72pref24.md:104	Modern.
- N.	- N.	1	0		pref_only	0	mw72pref24.md:106	Name.
- Naigh.	- Naigh.	1	0		pref_only	0	mw72pref24.md:108	Naighaṇṭuka.
- Nir.	- Nir.	1	0		pref_only	0	mw72pref24.md:110	Nirukta.
- Nom. or nom.	- Nom. or nom.	1	0		pref_only	0	mw72pref24.md:111	Nominative case.
- Osc. or Osk.	- Osc. or Osk.	1	0		pref_only	0	mw72pref24.md:114	Oscan or verb.
- P.	- P.	1	0		pref_only	0	mw72pref24.md:116	Parasmai-pada.
- Par.	- Par.	1	0		pref_only	0	mw72pref24.md:119	Participle.
- Pass.	- Pass.	1	0		pref_only	0	mw72pref24.md:120	Passive voice.
- Perf.	- Perf.	1	0		pref_only	0	mw72pref24.md:122	Perfect tense.
- Pers.	- Pers.	1	0		pref_only	0	mw72pref24.md:123	Persian.
- Pol.	- Pol.	1	0		pref_only	0	mw72pref24.md:128	Polish.
- Pp.	- Pp.	1	0		pref_only	0	mw72pref24.md:117	parvan or section of the Mahā-bhārata.
- Pr.	- Pr.	1	0		pref_only	0	mw72pref24.md:129	proper.
- Prep.	- Prep.	1	0		pref_only	0	mw72pref24.md:131	Preposition.
- Pres.	- Pres.	1	0		pref_only	0	mw72pref24.md:132	Present tense.
- Pruss.	- Pruss.	1	0		pref_only	0	mw72pref24.md:134	Prussian.
- Prākṛit	- Prākṛit	1	0		pref_only	0	mw72pref24.md:130	Prākṛit.
- Pāṇ.	- Pāṇ.	1	0		pref_only	0	mw72pref24.md:118	Pāṇini.
- Raghu-v.	- Raghu-v.	1	0		pref_only	0	mw72pref24.md:136	Raghu-vaṃśa.
- Refl.	- Refl.	1	0		pref_only	0	mw72pref24.md:137	Reflexive or used reflexively.
- Rig-v.	- Rig-v.	1	0		pref_only	0	mw72pref24.md:138	Rig-veda.
- Russ.	- Russ.	1	0		pref_only	0	mw72pref24.md:140	Russian.
- Sabda-k.	- Sabda-k.	1	0		pref_only	0	mw72pref24.md:141	Śabda-kalpa-druma.
- Sabin.	- Sabin.	1	0		pref_only	0	mw72pref24.md:142	Sabine or Sabellian (old Italic dialect).
- Sansk.	- Sansk.	1	0		pref_only	0	mw72pref24.md:144	Sanskrit.
- Sax.	- Sax.	1	0		pref_only	0	mw72pref24.md:145	Saxon.
- Say.	- Say.	1	0		pref_only	0	mw72pref24.md:146	Sāyaṇa or according to Sāyaṇa.
- Schol.	- Schol.	1	0		pref_only	0	mw72pref24.md:147	Scholiast or Commentator.
- Scot.	- Scot.	1	0		pref_only	0	mw72pref24.md:149	Scotch or Highland-Scotch.
- Slav.	- Slav.	1	0		pref_only	0	mw72pref24.md:151	Slavonic or Slavonian.
- Sāma-v.	- Sāma-v.	1	0		pref_only	0	mw72pref24.md:143	Sāma-veda.
- Theat.	- Theat.	1	0		pref_only	0	mw72pref24.md:155	Theatre or feat.
- Unhx.	- Unhx.	1	0		pref_only	0	mw72pref24.md:156	Unādya.
- Unādis	- Unādis	1	0		pref_only	0	mw72pref24.md:157	Uṇādi-sūtras (Aufrecht's edition).
- Ved.	- Ved.	1	0		pref_only	0	mw72pref24.md:161	Vedic or Veda.
- Vishṇu-Pur.	- Vishṇu-Pur.	1	0		pref_only	0	mw72pref24.md:162	Vishṇu-Purāṇa.
- Vājasaneyi-s.	- Vājasaneyi-s.	1	0		pref_only	0	mw72pref24.md:159	Vājasaneyi-saṃhitā.
- Vārt. or Vārtt.	- Vārt. or Vārtt.	1	0		pref_only	0	mw72pref24.md:160	Vārtika.
- abl. or abl. c.	- abl. or abl. c.	1	0		pref_only	0	mw72pref24.md:15	ablative case.
- acc. or acc. c.	- acc. or acc. c.	1	0		pref_only	0	mw72pref24.md:16	accusative case.
- accord.	- accord.	1	0		pref_only	0	mw72pref24.md:17	according.
- adj.	- adj.	1	0		pref_only	0	mw72pref24.md:19	adjective.
- alg.	- alg.	1	0		pref_only	0	mw72pref24.md:21	algebra.
- anom.	- anom.	1	0		pref_only	0	mw72pref24.md:23	anomalous, irregular.
- arith.	- arith.	1	0		pref_only	0	mw72pref24.md:25	arithmetic.
- astrol.	- astrol.	1	0		pref_only	0	mw72pref24.md:29	astrology.
- astron.	- astron.	1	0		pref_only	0	mw72pref24.md:30	astronomy.
- c.	- c.	1	0		pref_only	0	mw72pref24.md:39	case.
- cf.	- cf.	1	0		pref_only	0	mw72pref24.md:42	confer, compare.
- chap.	- chap.	1	0		pref_only	0	mw72pref24.md:43	chapter.
- cl.	- cl.	1	0		pref_only	0	mw72pref24.md:44	class.
- col. cols.	- col. cols.	1	0		pref_only	0	mw72pref24.md:46	column, columns.
- comm.	- comm.	1	0		pref_only	0	mw72pref24.md:47	commentator or commentary.
- comp., compd.	- comp., compd.	1	0		pref_only	0	mw72pref24.md:48	compound, compounds.
- compar.	- compar.	1	0		pref_only	0	mw72pref24.md:49	comparative.
- compar. degree	- compar. degree	1	0		pref_only	0	mw72pref24.md:50	comparative degree.
- cons.	- cons.	1	0		pref_only	0	mw72pref24.md:52	consonant.
- dat. or dat. c.	- dat. or dat. c.	1	0		pref_only	0	mw72pref24.md:53	dative case.
- defect.	- defect.	1	0		pref_only	0	mw72pref24.md:54	defective.
- dimin.	- dimin.	1	0		pref_only	0	mw72pref24.md:56	diminutive.
- du.	- du.	1	0		pref_only	0	mw72pref24.md:58	dual number.
- e.g.	- e.g.	1	0		pref_only	0	mw72pref24.md:60	exempli gratiā.
- ed. or edit.	- ed. or edit.	1	0		pref_only	0	mw72pref24.md:59	edition.
- epith.	- epith.	1	0		pref_only	0	mw72pref24.md:63	epithet.
- esp.	- esp.	1	0		pref_only	0	mw72pref24.md:64	especially.
- etym.	- etym.	1	0		pref_only	0	mw72pref24.md:65	etymology.
- explet.	- explet.	1	0		pref_only	0	mw72pref24.md:66	expletive.
- f. or fem.	- f. or fem.	1	0		pref_only	0	mw72pref24.md:67	feminine.
- fr.	- fr.	1	0		pref_only	0	mw72pref24.md:68	from.
- gen. or gen. c.	- gen. or gen. c.	1	0		pref_only	0	mw72pref24.md:71	genitive case.
- gend.	- gend.	1	0		pref_only	0	mw72pref24.md:72	gender.
- geom.	- geom.	1	0		pref_only	0	mw72pref24.md:73	geometry.
- gram.	- gram.	1	0		pref_only	0	mw72pref24.md:78	grammar.
- i.e.	- i.e.	1	0		pref_only	0	mw72pref24.md:82	id est.
- impers.	- impers.	1	0		pref_only	0	mw72pref24.md:83	impersonal, i.e. used impersonally.
- ind.	- ind.	1	0		pref_only	0	mw72pref24.md:86	indeclinable, either an indeclinable participle or an adverb or a case used adverbially.
- inst. or inst. c.	- inst. or inst. c.	1	0		pref_only	0	mw72pref24.md:88	Instrumental case.
- loc. or loc. c.	- loc. or loc. c.	1	0		pref_only	0	mw72pref24.md:97	locative case.
- long.	- long.	1	0		pref_only	0	mw72pref24.md:98	longitude.
- m. or masc.	- m. or masc.	1	0		pref_only	0	mw72pref24.md:99	masculine gender.
- mathem.	- mathem.	1	0		pref_only	0	mw72pref24.md:101	mathematics.
- medic.	- medic.	1	0		pref_only	0	mw72pref24.md:102	medicine.
