dict	key_norm	class	confidence	alt_form	alt_body_count	body_count	expansion	sources	notes
BOR	†Gi.	true_unused	low		0	0	Gita Govinda	borpref20.md:49	no_alt_hit
BOR	†Ka.	true_unused	low		0	0	Kāmandakī	borpref20.md:59	no_alt_hit
BOR	†Ki.	true_unused	low		0	0	Kirātarjunia	borpref20.md:66	no_alt_hit
BOR	†Ku.	true_unused	low		0	0	Kumāra Sambhava	borpref20.md:69	no_alt_hit
BOR	†Me.	true_unused	low		0	0	Meghadūta	borpref21.md:17	no_alt_hit
BOR	†Ri.	true_unused	low		0	0	Ṛtu Saṁhāra	borpref21.md:44	no_alt_hit
BOR	†Si.	true_unused	low		0	0	Śiśupālavadha	borpref21.md:58	no_alt_hit
BOR	\U.	ambiguous	low		0	0	Uttara Rāmacharita	borpref21.md:69	markup_or_conditional_legend
BOR	\V.	ambiguous	low		0	0	Vikramorvaśī	borpref21.md:71	markup_or_conditional_legend
BOR	§H.	true_unused	low		0	0	Hitopadeśa	borpref20.md:52	no_alt_hit
BOR	§S.	true_unused	low		0	0	Śaṅkarāchārya's Commentary on Vedānta Sūtras	borpref21.md:46	no_alt_hit
BOR	†B.	true_unused	low		0	0	Bhaṭṭi Kāvya	borpref20.md:21	no_alt_hit
BOR	†M.	true_unused	low		0	0	Manu Saṁhitā	borpref20.md:76	no_alt_hit
BOR	†N.	true_unused	low		0	0	Naiṣadha Charita	borpref21.md:26	no_alt_hit
BOR	†R.	true_unused	low		0	0	Raghu Vaṁśa	borpref21.md:40	no_alt_hit
BOR	‡D.	true_unused	low		0	0	Daśakumāra Charita	borpref20.md:37	no_alt_hit
BOR	‡P.	true_unused	low		0	0	Panchatantra	borpref21.md:33	no_alt_hit
