key_raw	key_norm	in_pref	body_count	samples	flag	short_key	sources	expansion
Kar.	Kar.	1	8	16882,31295,77638		0	borpref20.md:61	Karaṇḍa Vyūha
Kuv.	Kuv.	1	8	5551,42747,42954		0	borpref20.md:70	Kuvalayānanda
Tar.	Tar.	1	8	4089,10250,42599		0	borpref21.md:68	Vidyanmoda Taraṅgiṇī
Bh.	Bh.	1	7	66996,120061,120833		0	borpref20.md:24	Bhoja Prabandha
Dh.	Dh.	1	5	8591,10603,37816		0	borpref20.md:43	Dhanañjaya Vijaya
Sca.	Sca.	1	5	13417,31002,73745		0	borpref21.md:53	Scanda Purāṇa
Sha.	Sha.	1	5	36094,45430,75214		0	borpref21.md:56	Shankha Saṁhitā
esp.	esp.	1	5	333,492,3750		0	borpref22.md:67	especially
imper.	imper.	1	5	8584,11058,11150		0	borpref22.md:85	imperative
Kal.	Kal.	1	4	25645,32962,33455		0	borpref20.md:60	Kalki Purāṇa
