key_raw	key_norm	in_pref	body_count	samples	flag	short_key	sources	expansion
Vikr.** oder **Vikram.	Vikr. oder Vikram.	1	0		pref_only	0	pwgpref11.md:27	Vikramorvaçî, ed. Bollensen (Gild. Bibl. 206). Eine einfache Zahl verweist auf einen Çloka, eine doppelte — auf Seite und Zeile.
Vop.** oder **Vopad.	Vop. oder Vopad.	1	0		pref_only	0	pwgpref11.md:38	Vopadeva's Grammatik, nach Böhtlingk's Ausgabe (Gild. Bibl. 249, a. S. 170).
Zur Geschichte u. s. w. (Lassen,)	Zur Geschichte u. s. w. (Lassen,)	1	0		pref_only	0	pwgpref11.md:50	Zur Geschichte der Griechischen und Indoskythischen Könige in Baktrien, Kabul und Indien durch Entzifferung der Altkabulischen Legenden auf ihren Münzen, von Christian Lassen. Bonn 1838. 8°.
\*Bhaṭṭ.	\Bhaṭṭ.	1	0		pref_only	0	pwgpref07.md:53	Bhaṭṭikâvja, ed. Calc. (Gild. Bibl. 137).
\*Bhâshâp.	\Bhâshâp.	1	0		pref_only	0	pwgpref07.md:52	Bhâshâpariḱḱheda nach der Ausgabe von Röer in der Bibliotheca indica.
\*Brahma-S.	\Brahma-S.	1	0		pref_only	0	pwgpref07.md:61	Brahmasûtra, nach Anführungen in Wind. Sancara.
\*Kull.	\Kull.	1	0		pref_only	0	pwgpref09.md:45	Kullûka, ein Scholiast des Manu, vollständig abgedruckt unter andern in der Calc. Ausg. von 1830 (Gild. Bibl. 288).
\*Lalit. Calc.	\Lalit. Calc.	1	0		pref_only	0	pwgpref09.md:53	Lalitavistara in der Bibliotheca indica.
\*Mahâv.	\Mahâv.	1	0		pref_only	0	pwgpref09.md:66	Mahâvîrakarita. The Mahá Víra Charita, or the history of Ráma, a Sanscrit play, by Bhatta Bhavabhúti. Edited by Francis Henry Trithen. London 1848.
\*Mudrâr.	\Mudrâr.	1	0		pref_only	0	pwgpref09.md:87	Mudrârâkshasa, ed. Calc. (Gild. Bibl. 213).
\*Mâlat.	\Mâlat.	1	0		pref_only	0	pwgpref09.md:71	Mâlatîmâdhava, ed. Calc. (Gild. Bibl. 210).
\*Mâlav.	\Mâlav.	1	0		pref_only	0	pwgpref09.md:72	Mâlavikâgnimitra, ed. Tullberg (Gild. Bibl. 209).
\*Naish.	\Naish.	1	0		pref_only	0	pwgpref09.md:91	Naishadhakarita, ed. Calc. (Gild. Bibl. 143).
Çaun. Kât.	Çaun. Kât.	1	0		pref_only	0	pwgpref08.md:24	Çaunaka's Kâturâdhjâjikâ, citirt nach Adhjâja und Sûtra. — Av. Prât.
Çuk. oder Çukas.	Çuk. oder Çukas.	1	0		pref_only	0	pwgpref08.md:34	Çukasaptati in Lassen's Anthologie (Gild. Bibl. 48).
Çvut.	Çvut.	1	0		pref_only	0	pwgpref08.md:33	Çrautabodha in der Zeitschrift für die Kunde des Morgenlandes, IV, S. 60 fgg. Ein dabeistehendes Br. verweist auf die von Brockhaus besorgte Ausgabe in seinem Werke: Ueber den Druck Sanskritischer Wer
Çâńk. oder Çâńkar.	Çâńk. oder Çâńkar.	1	0		pref_only	0	pwgpref08.md:14	Çâńkara (ein Scholiast des Çikuntala) und Çâńkarakârâ.
Çîdhar.	Çîdhar.	1	0		pref_only	0	pwgpref08.md:31	Çîdharasvâmin, ein Scholiast der Bhag.
Ǵjotishat.	Ǵjotishat.	1	0		pref_only	0	pwgpref16.md:25	Ǵjotishatattva; nach Anführungen im ÇKDr.
ʼRâga-Tar.	ʼRâga-Tar.	1	0		pref_only	0	pwgpref10.md:37	Râgataraṅgiṇî, ed. Troyer (Gild. Bibl. 148) für die 6 ersten Taraṃga's; für die folgenden die Calc. Ausg. (Gild. Bibl. 147).
A Dict. Beng. and S.	A Dict. Beng. and S.	1	3	7098,63181,66756	low_count	0	pwgpref07.md:16	A Dictionary Bengali and Sanskrit, explained in English.
Amarad.	Amarad.	1	3	1413,184025,328519	low_count	0	pwgpref07.md:23	Amaradatta.
Bhav. P.	Bhav. P.	1	3	975,133695,277977	low_count	0	pwgpref07.md:55	Bhavishjapurâṇa.
Gel. Anzz. d. k. b. Ak. d. Ww.	Gel. Anzz. d. k. b. Ak. d. Ww.	1	3	61550,83529,127675	low_count	0	pwgpref08.md:54	Gelehrte Anzeigen. Herausgegeben von Mitgliedern der k. bayer. Akademie der Wissenschaften. München.
Govindabh.	Govindabh.	1	3	5669,180875,253710	low_count	0	pwgpref08.md:61	Govindabhaṭṭa.
Hort. beng.	Hort. beng.	1	3	33184,85464,172490	low_count	0	pwgpref08.md:77	Hortus bengalensis. Serampore 1814. 8vo, citirt nach Haughton's Wörterbuch.
Jogat.	Jogat.	1	3	400621,400621,400621	low_count	0	pwgpref09.md:13	Jogatattva, s. Ind. St. 2, 49.
KAṬHINĀV.	KAṬHINĀV.	1	3	181988,185855,262540	low_count	0	pwgpref19.md:22	KAṬHINĀVADĀNA, handschriftlich in der Pariser Bibliothek, nach Mittheilungen von Schiefner.
Khandom.	Khandom.	1	3	549744,557576,568563	low_count	0	pwgpref09.md:40	Khandomańǵarî, ein Werk über Metrik; nach Anführungen im ÇKDr.
Kâdamb.	Kâdamb.	1	3	14052,20644,27068	low_count	0	pwgpref09.md:16	Kâdambarî.
Kâlid.	Kâlid.	1	3	15706,141169,315537	low_count	0	pwgpref09.md:20	Kâlidâsa.
Muṇḍamâlât.	Muṇḍamâlât.	1	3	89785,115359,326465	low_count	0	pwgpref16.md:47	Muṇḍamâlâtantra; nach Anführungen im ÇKDr.
Subh.	Subh.	1	3	69070,124282,141294	low_count	0	pwgpref16.md:56	Subhûti, ein Schol. des AK.; nach Anführungen im ÇKDr.
Vâr. P.	Vâr. P.	1	3	94527,100411,114021	low_count	0	pwgpref16.md:64	Vârâhapurâṇa.
\*Kir.	\Kir.	1	3	31268,182226,450358	low_count	0	pwgpref09.md:42	Kirâtârǵunja, ed. Calc. (Gild. Bibl. 139).
Amṛtav. Up.	Amṛtav. Up.	1	2	36350,49821	low_count	0	pwgpref07.md:24	Amṛtavindûpanishad.
Annaṃbh.	Annaṃbh.	1	2	46002,54953	low_count	0	pwgpref07.md:30	Annaṃbhaṭṭa.
Bṛh. Âr. Up. (Pol.)	Bṛh. Âr. Up. (Pol.)	1	2	20051,81914	low_count	0	pwgpref07.md:64	id., in der Ausgabe von Poley (Gild. Bibl. 78).
Dhyânav. Up.	Dhyânav. Up.	1	2	12522,87911	low_count	0	pwgpref08.md:43	Dhjânavindûpanishad.
Got. S.	Got. S.	1	2	50422,55743	low_count	0	pwgpref08.md:60	Gotama's Sûtrâni, s. Njâja-S.
Ind. des Kandjur	Ind. des Kandjur	1	2	52515,205020	low_count	0	pwgpref08.md:80	Index des Kandjur. Herausgegeben von der Kaiserlichen Akademie der Wissenschaften und bevorwortet von I. J. Schmidt. St. Petersburg 1845.
Kos.	Kos.	1	2	16916,416886	low_count	0	pwgpref09.md:43	Kosegarten.
Kunt.	Kunt.	1	2	25089,60745	low_count	0	pwgpref09.md:47	Kuntâpa, zehn Lieder, welche einen besondern Abschnitt von AV. Buch 20 bilden.
Mahop.	Mahop.	1	2	17032,432712	low_count	0	pwgpref09.md:68	Mahopanishad.
Sarvop. S.	Sarvop. S.	1	2	16848,101439	low_count	0	pwgpref10.md:63	Sarvopanishatsâra.
Saṃskârat.	Saṃskârat.	1	2	101549,408906	low_count	0	pwgpref16.md:54	Saṃskâratattva; nach Anführungen im ÇKDr.
Smarad.	Smarad.	1	2	80530,511406	low_count	0	pwgpref16.md:55	Smaradîpikâ, ein Werk über Erotik; nach Anführungen im ÇKDr.
Sukhab.	Sukhab.	1	2	82978,98611	low_count	0	pwgpref16.md:57	Sukhabodha; nach Anführungen im ÇKDr.
TS. Anukr.	TS. Anukr.	1	2	51178,471079	low_count	0	pwgpref10.md:86	Anukramaṇikâ der TS. Hdschr.
Tejov. Up.	Tejov. Up.	1	2	18229,39202	low_count	0	pwgpref10.md:82	Teǵovindûpanishad.
Vidagdhamukham.	Vidagdhamukham.	1	2	119428,491215	low_count	0	pwgpref16.md:68	Vidagdhamukhamaṇḍana; nach Anführungen im ÇKDr.
Z. f. d. W. d. Spr.	Z. f. d. W. d. Spr.	1	2	62081,63619	low_count	0	pwgpref11.md:48	Zeitschrift für die Wissenschaft der Sprache. Herausgegeben von Dr. A. Hoefer.
Ânandav.	Ânandav.	1	2	10392,97193	low_count	0	pwgpref07.md:27	Ânandavallî.
Ǵaim.	Ǵaim.	1	2	240834,525241	low_count	0	pwgpref16.md:23	Ǵaimini (The Aphorisms of the Mîmânsâ Philosophy by Jaimini. With extracts from the commentaries. Allahabad 1851. In unserm Besitz nur ein Fragment von 36 Seiten.).
Adbhutas.	Adbhutas.	1	1	48177	low_count	0	pwgpref07.md:15	Adbhutasâra.
Anekârthadhv.	Anekârthadhv.	1	1	36665	low_count	0	pwgpref07.md:28	Anekârthadhvanimańḱarî, ein Wörterbuch; nach dem ÇKDr.
Anup. S.	Anup. S.	1	1	10636	low_count	0	pwgpref07.md:32	Anupadasûtra.
Brahmop.	Brahmop.	1	1	3677	low_count	0	pwgpref07.md:62	Brahmopanishad.
Datt. Mîm.	Datt. Mîm.	1	1	17051	low_count	0	pwgpref08.md:39	Dattamîmânsâ, ed. Calc. 1817. 83 Seiten in 8° ohne Titel (Gild. Bibl. 349).
Halâj.	Halâj.	1	1	183767	low_count	0	pwgpref08.md:65	Halâjudha, ein Lexicograph; nach Anführungen im ÇKDr.
Hort. Calc.	Hort. Calc.	1	1	547597	low_count	0	pwgpref08.md:78	Hortus suburbanus Calcuttensis. A Catalogue of the plants etc. By the late J. O. Voigt. Calcutta 1845. 8°.
Institutt.	Institutt.	1	1	41520	low_count	0	pwgpref08.md:83	Institutiones linguae pracriticae. Scripsit Christianus Lassen. Bonnae ad Rhenum 1837.
KALPADRUMĀV.	KALPADRUMĀV.	1	1	181689	low_count	0	pwgpref19.md:18	KALPADRUMĀVADĀNA, handschriftlich in der Pariser Bibliothek, nach Mittheilungen von A. Schiefner.
KRIYĀSAM.	KRIYĀSAM.	1	1	186383	low_count	0	pwgpref19.md:24	KRIJĀSAMUKKAJA, handschriftlich in der Pariser Bibliothek, nach Mittheilungen von A. Schiefner.
Kauç.	Kauç.	1	1	78896	low_count	0	pwgpref09.md:32	Kauçika's Sûtra zum Atharvaveda. 14 Adhjâja. Die Kaṇḍikâ sind durchgezählt. Hdschr.
KĀPIŚĀV.	KĀPIŚĀV.	1	1	181815	low_count	0	pwgpref19.md:20	KĀPIÇĀVADĀNA, handschriftlich in der Pariser Bibliothek, nach Mittheilungen von A. Schiefner.
Lalitam.	Lalitam.	1	1	76367	low_count	0	pwgpref16.md:35	Lalitamâdhava; nach Anführungen im ÇKDr.
Nidâna-S.	Nidâna-S.	1	1	13961	low_count	0	pwgpref09.md:95	Nidânasûtra.
Nânârthak.	Nânârthak.	1	1	7589	low_count	0	pwgpref09.md:92	Nânârthakosha, eine Sammlung von Wörtern, die verschiedene Bedeutungen haben; nach Anführungen im ÇKDr.
Param. Up.	Param. Up.	1	1	76498	low_count	0	pwgpref16.md:50	Paramahaṃsopanishad.
Pat. Yogâś.	Pat. Yogâś.	1	1	37704	low_count	0	pwgpref10.md:25	Pataṅgali's Jogâçâstra, ed. Ballantyne, Allahabad 1853.
Pathyâpathyav.	Pathyâpathyav.	1	1	82983	low_count	0	pwgpref16.md:51	Pathjâpathjaviveka; nach Anführungen im ÇKDr.
Râjam.	Râjam.	1	1	149409	low_count	0	pwgpref10.md:41	Râjamukuṭa, ein Commentator des Amarakosha; nach Anführungen im ÇKDr.
Râmatarkav.	Râmatarkav.	1	1	17355	low_count	0	pwgpref10.md:43	Râmatarkavâgîça.
Saddh. L.	Saddh. L.	1	1	30991	low_count	0	pwgpref10.md:53	Saddharmalaṅkâvatâra.
Tib. Lebensb. Śâky.	Tib. Lebensb. Śâky.	1	1	51571	low_count	0	pwgpref10.md:83	Tibetische Lebensbeschreibung Çâkjamuni's, das Original von dem oben unter Lebensb. (Schiefner) aufgeführten Auszuge.
Veda-P.	Veda-P.	1	1	2074	low_count	0	pwgpref11.md:20	Vedapurâṇa.
Vivâdârṇ.	Vivâdârṇ.	1	1	82954	low_count	0	pwgpref16.md:69	Vivâdârṇavasetu; nach Anführungen im ÇKDr.
avj.	avj.	1	1	468795	low_count	0	pwgpref07.md:40	avjaja (s. Med.).
Çabdar.	Çabdar.	1	1	7137	low_count	0	pwgpref08.md:10	Çabdaratnâvali, ein Wörterbuch; nach Anführungen im ÇKDr.
Çiv.	Çiv.	1	1	18522	low_count	0	pwgpref08.md:26	Çivanâmasahasra, handschriftlich im Asiatischen Museum der Kais. Ak. der Wissenschaften.
Śrâddhaviv.	Śrâddhaviv.	1	1	76330	low_count	0	pwgpref16.md:19	Çrâddhaviveka; nach Anführungen im ÇKDr.
R.	R.	1	234443	10,14,14	short_key	1	pwgpref10.md:35	Râmâjana. Ohne eine nähere Angabe ist bei den zwei ersten Büchern die Ausgabe von Schlegel (Gild. Bibl. 84), bei den vier letzten die von Gorresio (Gild. Bibl. 85) gemeint.
H.	H.	1	197887	4,14,14	short_key	1	pwgpref08.md:63	Hemakandra's Abhidhânakintâmaṇi, ein systematisch angeordnetes synonymisches Lexicon. Herausgegeben, übersetzt und mit Anmerkungen begleitet von Otto Böhtlingk und Charles Rieu. St. Petersburg 1847.
P.	P.	1	95965	4,4,10	short_key	1	pwgpref10.md:18	Pâṇini's acht Bücher grammatischer Regeln (Gild. Bibl. 244).
N.	N.	1	90941	10,10,14	short_key	1	pwgpref09.md:89	Nalopâkhjâna in Böhtlingk's Chrestomathie (Gild. Bibl. 49). Die Bopp'sche Ausgabe (Gild. Bibl. 99) ist durch N. (Bopp) bezeichnet.
M.	M.	1	83397	10,16,20	short_key	1	pwgpref09.md:60	Manu's Gesetzbuch in der Ausg. von Loiseleur Deslongchamps (Gild. Bibl. 289).
MBh.	MBh.	1	67272	37,49,218		0	pwgpref09.md:80	Mahâbhârata, ed. Calc. (Gild. Bibl. 93). Von S. 521 des Wörterbuchs sind die drei ersten Bücher, von S. 601 auch die fünf letzten, von ऋ an auch das 13te Buch ausgebeutet worden.
RV.	RV.	1	58146	10,10,10		0	pwgpref10.md:51	Ṛgveda. Es wird nach Maṇḍala, Sûkta und Ṛḱ citirt. Rosen zu RV. verweist auf die Anmerkungen in: Rigveda-Sanhita, liber primus, sanscritè et latinè; edidit Fridericus Rosen. London 1838.
Bhag.	Bhag.	1	33406	16,16,43		0	pwgpref07.md:47	Bhagavadgîtâ, Ausg. von Schlegel (Gild. Bibl. 116).
Bhâg. P.	Bhâg. P.	1	30744	516,2990,3677		0	pwgpref07.md:48	Bhâgavatapurâṇa, nach Anführungen im VP. und ÇKDr. Von ऋ an sind die 9 von Burnouf edirten Skandha (Gild. Bibl. 125) ausgebeutet worden.
AK.	AK.	1	28273	14,42,43		0	pwgpref07.md:21	Amarakosha nach der Ausgabe von Colebrooke und Loiseleur Deslongchamps (Gild. Bibl. 251. 253).
Kathâs.	Kathâs.	1	25078	1744,1744,2299		0	pwgpref09.md:27	Kathâsaritsâgara, ed. Brockhaus (Gild. Bibl. 237).
AV.	AV.	1	21528	24,45,48		0	pwgpref07.md:37	Atharvavedasaṃhitâ, herausg. von R. Roth und W. D. Whitney. Berlin bei F. Dümmler. 1855. 8°. In den ersten Bogen des Wörterbuchs finden sich mehrere Citate, deren Zahlen mit der in der Ausgabe angenom
Śat. Br.	Śat. Br.	1	20941	183,183,222		0	pwgpref08.md:23	Çatapathabrâhmaṇa in der Mâdhjandina-Çâkhâ, with extracts made from the commentaries of Sâjana, Harisvâmin and Dvivedaganga, edited by Dr. Albrecht Weber. Berlin Ferd. Dümmler's Buchhandlung. London W
Suśr.	Suśr.	1	20306	693,820,823		0	pwgpref10.md:73	Suçruta, ed. Calc. (Gild. Bibl. 367); citirt nach Band, Seite und Zeile. Den Titel der Hessler'schen Uebersetzung s. bei Gild. Bibl. 368.
an.	an.	1	20269	14,20,43		0	pwgpref07.md:25	Anekârthasaṃgraha (s. H. an.).
St.	St.	1	19558	19,54,93		0	pwgpref10.md:72	Stenzler.
Hariv.	Hariv.	1	15689	49,49,157		0	pwgpref08.md:69	Harivaṃça im 4ten Bande des MBh. Aus diesem Werke haben wir die Nomina propria mit Benutzung des Index in der Langlois'schen Uebersetzung (Gild. Bibl. 122) aufgenommen.
Varâh. Bṛh.	Varâh. Bṛh.	1	15212	3485,3536,5285		0	pwgpref10.md:97	Varâhamihira's Bṛhaǵǵâtaka.
Med.	Med.	1	15136	4,14,17		0	pwgpref09.md:81	Medinîkosha, ed. Calc. (Gild. Bibl. 258). Die Wörter sind zunächst nach dem letzten Consonanten im Worte angeordnet: also कान्त (k), खान्त (kh), गान्त (g) u. s. w. Die Partikeln (avjaja) bilden einen 
Varâh. Bṛh. S.	Varâh. Bṛh. S.	1	14323	15711,16025,22830		0	pwgpref11.md:14	Varâhamihira's Bṛhatsaṃhitâ.
H. an.	H. an.	1	9986	20,43,48		0	pwgpref08.md:66	Hemakandra's Anekârthasaṃgraha, ed. Calc. (Gild. Bibl. 259).
Ragh.	Ragh.	1	9870	222,530,833		0	pwgpref10.md:39	Raghuvaṃça, ed. Stenzler (Gild. Bibl. 134).
Gorr.	Gorr.	1	8921	1962,2499,3245		0	pwgpref08.md:59	Gorresio.
Trik.	Trik.	1	8870	14,14,17		0	pwgpref10.md:84	Trikâṇḍaçesha, ed. Calc. (Gild. Bibl. 258).
Kâty.	Kâty.	1	8789	183,455,808		0	pwgpref09.md:29	Kâtjâjana.
Kâty. Śr.	Kâty. Śr.	1	8694	2504,2550,3055		0	pwgpref09.md:30	Kâtjâjana's Çrautasûtrâni. 26 Adhjâja. Hdschr.
gaṇa.	gaṇa.	1	8419	4,41,118		0	pwgpref08.md:49	S. den alphabetisch geordneten gaṇapâṭha in Böhtlingk's Ausgabe des Pânini (Gild. Bibl. 244), S. LXXVII—CXXV.
VS.	VS.	1	8042	19,49,106		0	pwgpref11.md:40	Vâǵasanejisaṃhitâ. The Vâjasaneyi-Sanhitâ in the Mâdhjandina — and the Kâṇva-Çâkhâ with the commentary of Mahîdhara, edited by Dr. Albrecht Weber. Berlin Ferd. Dümmler's Verlagshandlung. London Willia
Ind. St.	Ind. St.	1	7687	19,808,1592		0	pwgpref08.md:82	Weber's Indische Studien.
TS.	TS.	1	6912	12178,12183,12188		0	pwgpref10.md:85	Taittirîjasaṃhitâ. 7 Kâṇḍa, eingetheilt in Praçna, Anuvâka und Kaṇḍikâ. Die letzten bezeichnen nicht Satzabschnitte, sondern umfassen je 50 Wörter. Hdschr.
Mârk. P.	Mârk. P.	1	6489	86597,86597,86751		0	pwgpref16.md:44	Mârkâṇḍejapurâṇa in der Bibliotheca indica.
Çâk.	Çâk.	1	6006	24,198,245		0	pwgpref08.md:12	Çikuntala, das Drama in der Ausgabe von Böhtlingk (Gild. Bibl. 191). Eine einfache Zahl bezeichnet den Çloka, eine doppelte — Seite und Zeile.
SV.	SV.	1	5429	24,518,738		0	pwgpref10.md:77	Sâmaveda. Die Hymnen des Sâma-Veda, herausgegeben, übersetzt und mit Glossar versehen von Theodor Benfey. Leipzig 1848. 8°. Die Eintheilung Benfey's ist beibehalten.
Ait. Br.	Ait. Br.	1	5223	182,285,641		0	pwgpref07.md:19	Aitarejabrâhmaṇa. Citirt nach den 8 Pańḱikâ (einer äusseren Abtheilung, in welche die 40 nach sachlichen Rücksichten gebildeten Adhjâja zerlegt sind) und den innerhalb der Pańḱikâ durchlaufenden Kapit
v. l.	v. l.	1	4978	53,178,856		0	pwgpref11.md:37	varia lectio.
Arǵ.	Arǵ.	1	4871	445,752,930		0	pwgpref07.md:34	Arǵunasamâgama, ed. Bopp (Gild. Bibl. 106).
Verz. d. B. H.	Verz. d. B. H.	1	4677	1598,1602,1606		0	pwgpref11.md:21	Weber's Verzeichniss der Berliner Sanskrit-Handschriften. Bildet den ersten Band von: Die Handschriften-Verzeichnisse der Königlichen Bibliothek, herausgegeben von dem Königlichen Oberbibliothekar, Ge
Sâh. D.	Sâh. D.	1	4630	3660,3660,9367		0	pwgpref10.md:58	Sâhitjadarpaṇa, auf den 10 ersten Bogen nach der Ausgabe von 1828 (Gild. Bibl. 264), auf den folgenden Bogen, wenn nicht die Jahreszahl 1828 ausdrücklich bemerkt wird, nach der Ausgabe von Röer in der
Hit.	Hit.	1	4284	455,456,460		0	pwgpref08.md:74	Hitopadeça, ed. Schlegel und Lassen (Gild. Bibl. 225). Eine darauf folgende römische Zahl bezeichnet das Buch, eine arabische — die Seite; die zweite Zahl bezeichnet dort den Çloka, hier die Zeile.
VP.	VP.	1	4143	49,114,156		0	pwgpref11.md:39	Vishṇupurâṇa. Es wird die Wilson'sche Uebersetzung (Gild. Bibl. 133) citirt.
Nir.	Nir.	1	3747	194,293,615		0	pwgpref10.md:15	Jâska's Nirukta sammt den Nighaṇṭava's herausgegeben und erklärt von Rudolph Roth. Göttingen 1852.
TBr.	TBr.	1	3424	97045,97177,97182		0	pwgpref16.md:59	Taittirîjabrâhmaṇa.
Hâr.	Hâr.	1	2937	111,334,372		0	pwgpref08.md:67	Hârâvalî, ed. Calc. (Gild. Bibl. 258).
Colebr. Misc. Ess.	Colebr. Misc. Ess.	1	2771	1054,1082,1592		0	pwgpref08.md:30	Colebrooke's Miscellaneous Essays. 2 Bände. London 1837.
Dhâtup.	Dhâtup.	1	2768	217,250,800		0	pwgpref08.md:42	Dhâtupâṭha in Westergaard's Radices (Gild. Bibl. 42).
